pearsons_correlation,Metadata_treatment,plate_name_0,plate_name_1
0.859894218306199,UCD-0000450,Plate_1,Plate_2
0.822085914009614,UCD-0000450,Plate_1,Plate_3
0.8666370079795777,UCD-0000450,Plate_1,Plate_4
0.8121858835474127,UCD-0000450,Plate_2,Plate_3
0.7955505890597261,UCD-0000450,Plate_2,Plate_4
0.7956993184102952,UCD-0000450,Plate_3,Plate_4
0.8886079786320856,UCD-0001014,Plate_1,Plate_2
0.8144005019075469,UCD-0001014,Plate_1,Plate_3
0.8101299994742491,UCD-0001014,Plate_1,Plate_4
0.8092501310204724,UCD-0001014,Plate_2,Plate_3
0.8222732467826975,UCD-0001014,Plate_2,Plate_4
0.9182360971336304,UCD-0001014,Plate_3,Plate_4
0.8551609713810379,UCD-0001016,Plate_1,Plate_2
0.8890941363596275,UCD-0001016,Plate_1,Plate_3
0.8755726603068946,UCD-0001016,Plate_1,Plate_4
0.8403112303300848,UCD-0001016,Plate_2,Plate_3
0.9153909828567484,UCD-0001016,Plate_2,Plate_4
0.8324179238591919,UCD-0001016,Plate_3,Plate_4
0.8145403748907079,UCD-0001024,Plate_1,Plate_2
0.8406681071205558,UCD-0001024,Plate_1,Plate_3
0.9104556291456656,UCD-0001024,Plate_1,Plate_4
0.8488461024670501,UCD-0001024,Plate_2,Plate_3
0.8059396988516231,UCD-0001024,Plate_2,Plate_4
0.7484949718964332,UCD-0001024,Plate_3,Plate_4
0.888763302755498,UCD-0001040,Plate_1,Plate_2
0.8820965025672391,UCD-0001040,Plate_1,Plate_3
0.8840601815412309,UCD-0001040,Plate_1,Plate_4
0.8431959108708402,UCD-0001040,Plate_2,Plate_3
0.9172696079499878,UCD-0001040,Plate_2,Plate_4
0.8531179470503745,UCD-0001040,Plate_3,Plate_4
0.6220310073599109,UCD-0001613,Plate_1,Plate_2
0.8337894443104783,UCD-0001613,Plate_1,Plate_3
0.822986310753701,UCD-0001613,Plate_1,Plate_4
0.657797791075439,UCD-0001613,Plate_2,Plate_3
0.7183940432346846,UCD-0001613,Plate_2,Plate_4
0.7935499013712994,UCD-0001613,Plate_3,Plate_4
0.9297915289945604,UCD-0001766,Plate_1,Plate_2
0.9582271939430057,UCD-0001766,Plate_1,Plate_3
0.9480740215748588,UCD-0001766,Plate_1,Plate_4
0.9308320554677584,UCD-0001766,Plate_2,Plate_3
0.9608324043184711,UCD-0001766,Plate_2,Plate_4
0.9458286175026624,UCD-0001766,Plate_3,Plate_4
0.8657354107542939,UCD-0001775,Plate_1,Plate_2
0.8806758436719934,UCD-0001775,Plate_1,Plate_3
0.8369723577881583,UCD-0001775,Plate_1,Plate_4
0.8868172633028129,UCD-0001775,Plate_2,Plate_3
0.8857754232062663,UCD-0001775,Plate_2,Plate_4
0.8620083654495665,UCD-0001775,Plate_3,Plate_4
0.07203131887485698,UCD-0001783,Plate_2,Plate_4
0.38890711103122316,UCD-0001792,Plate_1,Plate_3
0.8589381271042864,UCD-0001801,Plate_1,Plate_2
0.8962874452940183,UCD-0001801,Plate_1,Plate_3
0.8900198371618762,UCD-0001801,Plate_1,Plate_4
0.9396947760199769,UCD-0001801,Plate_2,Plate_3
0.9229263012183881,UCD-0001801,Plate_2,Plate_4
0.9252644888599408,UCD-0001801,Plate_3,Plate_4
0.8960660387219149,UCD-0001804,Plate_1,Plate_2
0.9230097802003975,UCD-0001804,Plate_1,Plate_3
0.8952772903893927,UCD-0001804,Plate_1,Plate_4
0.921544095620152,UCD-0001804,Plate_2,Plate_3
0.9453085342944968,UCD-0001804,Plate_2,Plate_4
0.9349001386696175,UCD-0001804,Plate_3,Plate_4
0.8254345907625021,UCD-0001808,Plate_1,Plate_2
0.891554615031017,UCD-0001808,Plate_1,Plate_3
0.7701221016795562,UCD-0001808,Plate_1,Plate_4
0.7639195895489591,UCD-0001808,Plate_2,Plate_3
0.6804599883910413,UCD-0001808,Plate_2,Plate_4
0.7731677727208078,UCD-0001808,Plate_3,Plate_4
0.8343570246344356,UCD-0001810,Plate_1,Plate_2
0.8673170574845506,UCD-0001810,Plate_1,Plate_3
0.8614388661480649,UCD-0001810,Plate_1,Plate_4
0.8811784996032702,UCD-0001810,Plate_2,Plate_3
0.8699265197055046,UCD-0001810,Plate_2,Plate_4
0.8877389063191528,UCD-0001810,Plate_3,Plate_4
0.8689256764173853,UCD-0001829,Plate_1,Plate_2
0.8610281081013123,UCD-0001829,Plate_1,Plate_3
0.849584082347568,UCD-0001829,Plate_1,Plate_4
0.8601315879970214,UCD-0001829,Plate_2,Plate_3
0.8419865983757965,UCD-0001829,Plate_2,Plate_4
0.9140621250439928,UCD-0001829,Plate_3,Plate_4
0.8966136604418509,UCD-0001835,Plate_1,Plate_2
0.8249709990112711,UCD-0001835,Plate_1,Plate_3
0.38763542537973766,UCD-0001835,Plate_1,Plate_4
0.8586890571243244,UCD-0001835,Plate_2,Plate_3
0.3929029979848346,UCD-0001835,Plate_2,Plate_4
0.5583629450874594,UCD-0001835,Plate_3,Plate_4
0.5703821567107238,UCD-0001842,Plate_1,Plate_2
0.7235035107308483,UCD-0001842,Plate_1,Plate_3
0.5139549145228913,UCD-0001842,Plate_1,Plate_4
0.8891432416046676,UCD-0001842,Plate_2,Plate_3
0.9122229833280862,UCD-0001842,Plate_2,Plate_4
0.8387710142863679,UCD-0001842,Plate_3,Plate_4
0.9225968949767273,UCD-0001844,Plate_1,Plate_2
0.9030667078808738,UCD-0001844,Plate_1,Plate_3
0.8625540307653612,UCD-0001844,Plate_1,Plate_4
0.9298693864857038,UCD-0001844,Plate_2,Plate_3
0.899430118559112,UCD-0001844,Plate_2,Plate_4
0.9614544548149037,UCD-0001844,Plate_3,Plate_4
0.9531335134948514,UCD-0001915,Plate_1,Plate_2
0.9411557145380558,UCD-0001915,Plate_1,Plate_3
0.9040928026968483,UCD-0001915,Plate_1,Plate_4
0.9279112281447429,UCD-0001915,Plate_2,Plate_3
0.8955244061437224,UCD-0001915,Plate_2,Plate_4
0.9326194344526122,UCD-0001915,Plate_3,Plate_4
0.13348767729781014,UCD-0001921,Plate_1,Plate_2
0.8419162887913073,UCD-0001921,Plate_1,Plate_3
0.8426562037459898,UCD-0001921,Plate_1,Plate_4
0.3231387199833115,UCD-0001921,Plate_2,Plate_3
0.22194911510462476,UCD-0001921,Plate_2,Plate_4
0.9183716279592631,UCD-0001921,Plate_3,Plate_4
0.9594091082985287,UCD-0017999,Plate_1,Plate_2
0.8913018901223848,UCD-0017999,Plate_1,Plate_3
0.945272954232183,UCD-0017999,Plate_1,Plate_4
0.9265851156286555,UCD-0017999,Plate_2,Plate_3
0.9489052461818771,UCD-0017999,Plate_2,Plate_4
0.9158296281324582,UCD-0017999,Plate_3,Plate_4
0.8455256545242972,UCD-0018091,Plate_2,Plate_3
0.8894327081583169,UCD-0018131,Plate_1,Plate_2
0.7818302221876638,UCD-0018131,Plate_1,Plate_3
0.9280132864958821,UCD-0018131,Plate_1,Plate_4
0.9045499705936187,UCD-0018131,Plate_2,Plate_3
0.9415639318221596,UCD-0018131,Plate_2,Plate_4
0.8302702304457498,UCD-0018131,Plate_3,Plate_4
0.9131525016092839,UCD-0018179,Plate_1,Plate_2
0.946584597281329,UCD-0018179,Plate_1,Plate_3
0.9050661793561718,UCD-0018179,Plate_1,Plate_4
0.9218936780897247,UCD-0018179,Plate_2,Plate_3
0.8879215762433018,UCD-0018179,Plate_2,Plate_4
0.9087193646709236,UCD-0018179,Plate_3,Plate_4
0.868240387012832,UCD-0018207,Plate_1,Plate_2
0.8838776001504488,UCD-0018207,Plate_1,Plate_3
0.927409320376044,UCD-0018207,Plate_1,Plate_4
0.9200923614380008,UCD-0018207,Plate_2,Plate_3
0.9131708837749334,UCD-0018207,Plate_2,Plate_4
0.9245475029246928,UCD-0018207,Plate_3,Plate_4
0.8354056560845916,UCD-0159256,Plate_1,Plate_2
0.8914044168958788,UCD-0159256,Plate_1,Plate_3
0.8457124923164476,UCD-0159256,Plate_1,Plate_4
0.8531377243100046,UCD-0159256,Plate_2,Plate_3
0.8936160049568085,UCD-0159256,Plate_2,Plate_4
0.8364634077523728,UCD-0159256,Plate_3,Plate_4
0.8947371542101592,UCD-0159257,Plate_1,Plate_2
0.8841901965461136,UCD-0159257,Plate_1,Plate_3
0.9206644113089172,UCD-0159257,Plate_1,Plate_4
0.8444245970394066,UCD-0159257,Plate_2,Plate_3
0.9148335337788832,UCD-0159257,Plate_2,Plate_4
0.8887931159757235,UCD-0159257,Plate_3,Plate_4
0.9169544019252461,UCD-0159258,Plate_1,Plate_2
0.8939763616599186,UCD-0159258,Plate_1,Plate_3
0.8906455433145095,UCD-0159258,Plate_1,Plate_4
0.926870709873824,UCD-0159258,Plate_2,Plate_3
0.8696382709227675,UCD-0159258,Plate_2,Plate_4
0.8447578637148884,UCD-0159258,Plate_3,Plate_4
0.29737165741491906,UCD-0159259,Plate_1,Plate_2
0.4126913643343278,UCD-0159259,Plate_1,Plate_3
0.3658653226408865,UCD-0159259,Plate_1,Plate_4
0.8588876084355255,UCD-0159259,Plate_2,Plate_3
0.9123194393589127,UCD-0159259,Plate_2,Plate_4
0.9294576585442963,UCD-0159259,Plate_3,Plate_4
0.9787995845890973,UCD-0159261,Plate_1,Plate_2
0.9724318171005967,UCD-0159261,Plate_1,Plate_3
0.961765290440405,UCD-0159261,Plate_1,Plate_4
0.9728423657426283,UCD-0159261,Plate_2,Plate_3
0.9669146772834424,UCD-0159261,Plate_2,Plate_4
0.977631982440458,UCD-0159261,Plate_3,Plate_4
0.9496796775421108,UCD-0159262,Plate_1,Plate_2
0.9550494630016296,UCD-0159262,Plate_1,Plate_3
0.9529833821750372,UCD-0159262,Plate_1,Plate_4
0.9401967112061234,UCD-0159262,Plate_2,Plate_3
0.9422115086162428,UCD-0159262,Plate_2,Plate_4
0.9561049189440975,UCD-0159262,Plate_3,Plate_4
0.832751245656294,UCD-0159263,Plate_1,Plate_2
0.7352561939859645,UCD-0159263,Plate_1,Plate_3
0.7940514291113804,UCD-0159263,Plate_1,Plate_4
0.8526818765425699,UCD-0159263,Plate_2,Plate_3
0.9101166707973863,UCD-0159263,Plate_2,Plate_4
0.8835686018067973,UCD-0159263,Plate_3,Plate_4
-0.10329169586651257,UCD-0159264,Plate_1,Plate_4
0.12990958290237703,UCD-0159265,Plate_1,Plate_2
0.1874694033958903,UCD-0159265,Plate_1,Plate_3
0.5191657839995585,UCD-0159265,Plate_1,Plate_4
0.850556631054272,UCD-0159265,Plate_2,Plate_3
0.662489530492012,UCD-0159265,Plate_2,Plate_4
0.7915101314586876,UCD-0159265,Plate_3,Plate_4
0.9478813411470335,UCD-0159269,Plate_1,Plate_2
0.868894425556574,UCD-0159269,Plate_1,Plate_3
0.8424857290393138,UCD-0159269,Plate_1,Plate_4
0.9002573995702581,UCD-0159269,Plate_2,Plate_3
0.8852839613686909,UCD-0159269,Plate_2,Plate_4
0.9076025992102534,UCD-0159269,Plate_3,Plate_4
0.8489031137276395,UCD-0159270,Plate_1,Plate_2
0.8711257686262243,UCD-0159270,Plate_1,Plate_3
0.8837736461026836,UCD-0159270,Plate_1,Plate_4
0.9238984936502888,UCD-0159270,Plate_2,Plate_3
0.9044907696280847,UCD-0159270,Plate_2,Plate_4
0.9149525546286262,UCD-0159270,Plate_3,Plate_4
0.8285560066585104,UCD-0159271,Plate_1,Plate_2
0.8426983839992938,UCD-0159271,Plate_1,Plate_3
0.16774218444447167,UCD-0159271,Plate_1,Plate_4
0.9591603176183262,UCD-0159271,Plate_2,Plate_3
0.4275833152958271,UCD-0159271,Plate_2,Plate_4
0.41059046976607866,UCD-0159271,Plate_3,Plate_4
0.7734770527707527,UCD-0159273,Plate_1,Plate_2
0.7654124459467198,UCD-0159273,Plate_1,Plate_3
0.8107111123313955,UCD-0159273,Plate_1,Plate_4
0.8781214014141421,UCD-0159273,Plate_2,Plate_3
0.8304880592698963,UCD-0159273,Plate_2,Plate_4
0.7857108874078472,UCD-0159273,Plate_3,Plate_4
0.9054965191954396,UCD-0159274,Plate_1,Plate_2
0.8309156576675695,UCD-0159274,Plate_1,Plate_3
0.5387038619727864,UCD-0159274,Plate_1,Plate_4
0.8683404004731159,UCD-0159274,Plate_2,Plate_3
0.6660948108058273,UCD-0159274,Plate_2,Plate_4
0.7333298895004855,UCD-0159274,Plate_3,Plate_4
0.8605599772792507,UCD-0159275,Plate_1,Plate_2
0.7353605912348904,UCD-0159275,Plate_1,Plate_3
0.7310667403348658,UCD-0159275,Plate_1,Plate_4
0.8362685757513953,UCD-0159275,Plate_2,Plate_3
0.8620315883792684,UCD-0159275,Plate_2,Plate_4
0.9423449732267069,UCD-0159275,Plate_3,Plate_4
0.9432131815701348,UCD-0159279,Plate_1,Plate_2
0.956786699503563,UCD-0159279,Plate_1,Plate_3
0.9103444563164979,UCD-0159279,Plate_1,Plate_4
0.9374909425488537,UCD-0159279,Plate_2,Plate_3
0.915150239224138,UCD-0159279,Plate_2,Plate_4
0.9037591313206831,UCD-0159279,Plate_3,Plate_4
0.893935352005309,UCD-0159280,Plate_1,Plate_2
0.6630304080939092,UCD-0159280,Plate_1,Plate_3
0.860670539987142,UCD-0159280,Plate_1,Plate_4
0.7717605138370928,UCD-0159280,Plate_2,Plate_3
0.9265602043249298,UCD-0159280,Plate_2,Plate_4
0.7957347095295175,UCD-0159280,Plate_3,Plate_4
0.9402469212953458,UCD-0159283,Plate_1,Plate_2
0.7955205522235951,UCD-0159283,Plate_1,Plate_3
0.8909246410089778,UCD-0159283,Plate_1,Plate_4
0.8420402160780636,UCD-0159283,Plate_2,Plate_3
0.923221315130782,UCD-0159283,Plate_2,Plate_4
0.8622351164444982,UCD-0159283,Plate_3,Plate_4
0.8681741773701698,UCD-0159284,Plate_1,Plate_2
0.8847386987559137,UCD-0159284,Plate_1,Plate_3
0.8816163415528416,UCD-0159284,Plate_1,Plate_4
0.821644669532759,UCD-0159284,Plate_2,Plate_3
0.8696911033795235,UCD-0159284,Plate_2,Plate_4
0.9123962955662089,UCD-0159284,Plate_3,Plate_4
0.9139483966899158,UCD-0159285,Plate_1,Plate_2
0.9225550795561223,UCD-0159285,Plate_1,Plate_3
0.9237737780405043,UCD-0159285,Plate_1,Plate_4
0.9376441014379192,UCD-0159285,Plate_2,Plate_3
0.9259793326276456,UCD-0159285,Plate_2,Plate_4
0.9139310108272355,UCD-0159285,Plate_3,Plate_4
-0.12633259694989685,UCD-0159286,Plate_1,Plate_2
0.4507713807201448,UCD-0159286,Plate_1,Plate_3
0.3193986822348427,UCD-0159286,Plate_1,Plate_4
-0.26886803943245613,UCD-0159286,Plate_2,Plate_3
-0.32161495830242304,UCD-0159286,Plate_2,Plate_4
0.8659876016747114,UCD-0159286,Plate_3,Plate_4
0.8064337916314388,UCD-0159289,Plate_1,Plate_2
0.8448078389236247,UCD-0159289,Plate_1,Plate_3
0.8589406070819675,UCD-0159289,Plate_1,Plate_4
0.7179138056740363,UCD-0159289,Plate_2,Plate_3
0.768544969433816,UCD-0159289,Plate_2,Plate_4
0.7688785377966336,UCD-0159289,Plate_3,Plate_4
0.47386467500407414,UCD-0159290,Plate_1,Plate_2
0.553247533513786,UCD-0159290,Plate_1,Plate_3
0.2948590280958465,UCD-0159290,Plate_2,Plate_3
0.025521796423458587,UCD-0159293,Plate_1,Plate_2
0.8253142544683775,UCD-0159293,Plate_1,Plate_3
0.8369131115446821,UCD-0159293,Plate_1,Plate_4
0.1473236301150236,UCD-0159293,Plate_2,Plate_3
0.0038714692996575915,UCD-0159293,Plate_2,Plate_4
0.8463613946370194,UCD-0159293,Plate_3,Plate_4
